# BugSigDB 2026-05-20_21:51_UTC, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
BSDB ID,Study,Study design,PMID,DOI,URL,Authors list,Title,Journal,Year,Keywords,Experiment,Location of subjects,Host species,Body site,UBERON ID,Condition,EFO ID,Group 0 name,Group 1 name,Group 1 definition,Group 0 sample size,Group 1 sample size,Antibiotics exclusion,Sequencing type,16S variable region,Sequencing platform,Data transformation,Statistical test,Significance threshold,MHT correction,LDA Score above,Matched on,Confounders controlled for,Pielou,Shannon,Chao1,Simpson,Inverse Simpson,Richness,Signature page name,Source,Curated date,Curator,Revision editor,Description,Abundance in Group 1,MetaPhlAn taxon names,NCBI Taxonomy IDs,State,Reviewer
bsdb:30778155/1/1,30778155,prospective cohort,30778155,10.1038/s41598-019-39700-6,https://pubmed.ncbi.nlm.nih.gov/30778155/,"Ata B., Yildiz S., Turkgeldi E., Brocal V.P., Dinleyici E.C., Moya A. , Urman B.","The Endobiota Study: Comparison of Vaginal, Cervical and Gut Microbiota Between Women with Stage 3/4 Endometriosis and Healthy Controls",Scientific reports,2019,NA,Experiment 1,Turkey,Homo sapiens,"Vaginal fluid,Feces,Endocervix","UBERON:0000458,UBERON:0036243,UBERON:0001988",Endometriosis,MONDO:0005133,Healthy controls,Stage 3/4 endometriosis patients,Women with histology-proven stage 3/4 endometriosis,14,14,2 months,16S,34,Illumina,relative abundances,Mann-Whitney (Wilcoxon),0.05,FALSE,NA,NA,NA,NA,unchanged,NA,NA,NA,NA,Signature 1,Table 1,24 June 2021,Samara.Khan,"Samara.Khan,Peace Sandy,WikiWorks",Diferences between microbiota in women with endometriosis and healthy controls.,increased,"k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|s__Escherichia/Shigella sp.,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacillati|p__Mycoplasmatota|o__Mycoplasmoidales|f__Mycoplasmoidaceae|g__Ureaplasma",1783272|201174|1760|85004|31953|2701;3379134|1224|1236|91347|543|1940338;3379134|976|200643|171549|171552|1283313;1783272|1239|91061|186826|1300|1301;1783272|544448|2790996|2790998|2129,Complete,Peace Sandy
bsdb:30778155/1/2,30778155,prospective cohort,30778155,10.1038/s41598-019-39700-6,https://pubmed.ncbi.nlm.nih.gov/30778155/,"Ata B., Yildiz S., Turkgeldi E., Brocal V.P., Dinleyici E.C., Moya A. , Urman B.","The Endobiota Study: Comparison of Vaginal, Cervical and Gut Microbiota Between Women with Stage 3/4 Endometriosis and Healthy Controls",Scientific reports,2019,NA,Experiment 1,Turkey,Homo sapiens,"Vaginal fluid,Feces,Endocervix","UBERON:0000458,UBERON:0036243,UBERON:0001988",Endometriosis,MONDO:0005133,Healthy controls,Stage 3/4 endometriosis patients,Women with histology-proven stage 3/4 endometriosis,14,14,2 months,16S,34,Illumina,relative abundances,Mann-Whitney (Wilcoxon),0.05,FALSE,NA,NA,NA,NA,unchanged,NA,NA,NA,NA,Signature 2,Table 1,5 February 2024,Peace Sandy,"Peace Sandy,WikiWorks",Diferences between microbiota in women with endometriosis and healthy controls.,decreased,"k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Gardnerella,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae|g__Barnesiella",3384189|32066|203490|203491|1129771|168808;3379134|976|200643|171549|171552|838;1783272|1239|909932|1843489|31977|39948;1783272|1239|909932|1843489|31977|906;1783272|201174|1760|85004|31953|2701;3379134|976|200643|171549|2005519|397864,Complete,Peace Sandy
bsdb:30778376/1/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 1,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,Low Risk (LR) and Medium Risk (MR),High Risk (HR),"The high-risk (HR) group comprised of participants with three or more risk factors. The risk factors Include Hypertension, Atrial fibrillation,  Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",105,36,3 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,NA,unchanged,NA,NA,unchanged,Signature 1,Figure 2C,26 October 2024,MyleeeA,"MyleeeA,WikiWorks",Differentially Abundant taxa between the Low Risk (LR)/Medium Risk (MR) and High Risk (HR) groups  determined using linear discriminant analysis effect size (LEfSe) analysis,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae",3379134|1224|1236|91347;3379134|1224|1236|91347|543,Complete,Svetlana up
bsdb:30778376/2/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 2,China,Homo sapiens,Feces,UBERON:0001988,Stroke,EFO:0000712,Low Risk (LR) and High Risk (HR),Medium Risk (MR),"The Medium-risk (MR) group comprised of participants with less than three risk factors and chronic diseases. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",87,54,3 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,NA,unchanged,NA,NA,unchanged,Signature 1,Figure 2C,26 October 2024,MyleeeA,"MyleeeA,WikiWorks",Differentially Abundant taxa between the Low Risk (LR)/High Risk (HR) and Medium Risk (MR) groups determined using linear discriminant analysis effect size (LEfSe) analysis,increased,"k__Thermotogati|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Plesiomonas",3384194|508458|649775|649776|649777|508459;1783272|1239|186801|186802|31979|1485;3379134|1224|1236|91347|543|702,Complete,Svetlana up
bsdb:30778376/3/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 3,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,High Risk (HR) and Medium Risk (MR),Low Risk (LR),"The Low-risk (LR) group comprised of participants with less than three risk factors without chronic diseases. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",90,51,3 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,NA,unchanged,NA,NA,unchanged,Signature 1,Figure 2C,26 October 2024,MyleeeA,"MyleeeA,KateRasheed,WikiWorks",Differentially Abundant taxa between the High Risk (HR)/Medium Risk (MR) and Low Risk (LR) groups determined using linear discriminant analysis effect size (LEfSe) analysis,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter,k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae,k__Bacillati|p__Bacillota|c__Erysipelotrichia|o__Erysipelotrichales,k__Bacillati|p__Bacillota|c__Erysipelotrichia,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|s__Streptococcaceae bacterium RF32",3379134|1224|1236|135625|712|416916;1783272|1239|526524|526525|128827;1783272|1239|526524|526525;1783272|1239|526524;1783272|1239|186801|186802|216572|216851;1783272|1239|186801|3085636|186803|28050;1783272|1239|186801|3085636|186803;1783272|1239|186801|186802|216572;1783272|1239|186801|3085636|186803|841;1783272|1239|91061|186826|1300|423432,Complete,Svetlana up
bsdb:30778376/4/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 4,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,Low Risk (LR) and Medium Risk (MR) Without Medication use,High Risk (HR) Without Medication use,"The high-risk (HR) group comprised of participants with three or more risk factors without medication use. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",56,7,3 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,unchanged,NA,NA,unchanged,Signature 1,Supplementary Figure 5,26 October 2024,MyleeeA,"MyleeeA,WikiWorks",Differentially Abundant taxa between the Low Risk (LR)/Medium Risk (MR) and High Risk (HR) groups Without medication use determined using linear discriminant analysis effect size (LEfSe) analysis.,increased,"k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas,k__Pseudomonadati|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum,k__Methanobacteriati|p__Thermoplasmatota|c__Thermoplasmata,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Lysobacterales|f__Lysobacteraceae|g__Pseudoxanthomonas,k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio,k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae,k__Pseudomonadati|p__Thermodesulfobacteriota|c__Desulfovibrionia|o__Desulfovibrionales,c__Deltaproteobacteria,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria",1783272|201174|1760|2037|2049;3379134|976|200643|171549|171551|836;3379134|976|117747|200666|84566|28453;1783272|201174|1760|2037|2049|76833;3366610|2283796|183967;3379134|1224|1236|91347|543|160674;3379134|1224|1236|135614|32033|83618;3379134|200940|3031449|213115|194924|872;3379134|200940|3031449|213115|194924;3379134|200940|3031449|213115;28221;3379134|1224|28216|80840;3379134|1224|28216,Complete,Svetlana up
bsdb:30778376/5/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 5,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,Low Risk (LR) and High Risk (HR) Without Medication use,Medium Risk (MR) Without Medication use,"The Medium-risk (MR) group comprised of participants with less than three risk factors, chronic diseases and without medication use. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",51,12,3 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,unchanged,NA,NA,unchanged,Signature 1,Supplementary Figure 5,26 October 2024,MyleeeA,"MyleeeA,WikiWorks",Differentially Abundant taxa between the Low Risk (LR)/High Risk (HR) and Medium Risk (MR) groups Without medication use determined using linear discriminant analysis effect size (LEfSe) analysis,increased,"k__Bacillati|p__Bacillota|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Plesiomonas,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella",1783272|1239|909932|909929|1843491|52225;3379134|1224|1236|91347|543|702;1783272|1239|909932|1843489|31977|29465,Complete,Svetlana up
bsdb:30778376/6/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 6,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,High Risk (HR) and Medium Risk (MR) Without Medication use,Low Risk (LR) Without Medication use,"The Low-risk (LR) group comprised of participants with less than three risk factors without chronic diseases and medication use. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",19,44,3 Months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,unchanged,NA,NA,unchanged,Signature 1,Supplementary Figure 5,26 October 2024,MyleeeA,"MyleeeA,WikiWorks",Differentially Abundant taxa between the High Risk (HR)/Medium Risk (MR) and Low Risk (LR) groups Without medication use determined using linear discriminant analysis effect size (LEfSe) analysis,increased,"k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium,k__Bacillati|p__Bacillota|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae",1783272|1239|186801|186802|216572|216851;1783272|1239|186801|3082720|186804,Complete,Svetlana up
bsdb:30778376/7/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 7,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,Low Risk (LR) and Medium Risk (MR) With Medication use,High Risk (HR) With  Medication use,"The high-risk (HR) group comprised of participants with three or more risk factors with medication use. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",49,29,3 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,unchanged,NA,NA,unchanged,Signature 1,Supplementary Figure 6,26 October 2024,MyleeeA,"MyleeeA,WikiWorks",Differentially Abundant taxa between the Low Risk (LR)/Medium Risk (MR) and High Risk (HR) groups With medication use determined using linear discriminant analysis effect size (LEfSe) analysis.,increased,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae,1783272|1239|909932|1843489|31977,Complete,Svetlana up
bsdb:30778376/8/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 8,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,Low Risk (LR) and High Risk (HR) With Medication use,Medium Risk (MR) With Medication use,"The Medium-risk (MR) group comprised of participants with less than three risk factors, chronic diseases and with medication use. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",36,42,3 Months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,unchanged,NA,NA,unchanged,Signature 1,Supplementary Figure 6,26 October 2024,MyleeeA,"MyleeeA,WikiWorks",Differentially Abundant taxa between the Low Risk (LR)/High Risk (HR) and Medium Risk (MR) groups With medication use determined using linear discriminant analysis effect size (LEfSe) analysis,increased,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Oscillospira,1783272|1239|186801|186802|216572|119852,Complete,Svetlana up
bsdb:30778376/9/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 9,China,Homo sapiens,Feces,UBERON:0001988,Stroke,EFO:0000712,High Risk (HR) and Medium Risk (MR) With Medication use,Low Risk (LR) With Medication use,"The Low-risk (LR) group comprised of participants with less than three risk factors with chronic diseases and medication use. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",71,7,3 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,unchanged,NA,NA,unchanged,Signature 1,Supplementary Figure 6,26 October 2024,MyleeeA,"MyleeeA,KateRasheed,WikiWorks",Differentially Abundant taxa between the High Risk (HR)/Medium Risk (MR) and Low Risk (LR) groups With medication use determined using linear discriminant analysis effect size (LEfSe) analysis,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia,k__Pseudomonadati|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Hylemonella,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Vagococcus,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|s__Streptococcaceae bacterium RF32",3379134|1224|1236|135625|712|416916;1783272|1239|186801|3085636|186803|572511;3379134|1224|28216|80840|80864|232523;1783272|1239|186801|3085636|186803|28050;1783272|1239|186801|3085636|186803;1783272|1239|91061|1385|186817|400634;1783272|1239|186801|186802|216572;1783272|1239|186801|3085636|186803|841;1783272|1239|91061|186826|81852|2737;1783272|1239|91061|186826|1300|423432,Complete,Svetlana up
bsdb:30778376/10/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 10,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,Low Risk (LR) and Medium Risk (MR),High Risk (HR),"The high-risk (HR) group comprised of participants with three or more risk factors. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",103,36,3 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,unchanged,NA,NA,unchanged,Signature 1,Supplementary Figure 2G,26 October 2024,MyleeeA,"MyleeeA,WikiWorks",Differentially Abundant taxa between the Low Risk (LR)/Medium Risk (MR) and High Risk (HR) groups determined using linear discriminant analysis effect size (LEfSe) analysis. DADA2 sequencing was used.,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Fusobacteriati|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Cetobacterium,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Serratia",3379134|1224|1236|91347|543|561;1783272|1239|909932|1843489|31977|29465;1783272|1239|91061|186826|33958;1783272|1239|91061|186826|33958|1578;3384189|32066|203490|203491|203492|180162;3379134|1224|1236|91347|1903411|613,Complete,Svetlana up
bsdb:30778376/11/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 11,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,Low Risk (LR) and High Risk (HR),Medium Risk (MR),"The Medium-risk (MR) group comprised of participants with less than three risk factors and chronic diseases. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",87,52,3 months,16S,4,Illumina,relative abundances,LEfSe,0.05,FALSE,2,NA,NA,NA,unchanged,unchanged,NA,NA,unchanged,Signature 1,Supplementary Figure 2G,26 October 2024,MyleeeA,"MyleeeA,WikiWorks",Differentially Abundant taxa between the Low Risk (LR)/High Risk (HR) and Medium Risk (MR) groups determined using linear discriminant analysis effect size (LEfSe) analysis. DADA2 sequencing was used.,increased,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Plesiomonas,3379134|1224|1236|91347|543|702,Complete,Svetlana up
bsdb:30778376/13/1,30778376,"cross-sectional observational, not case-control",30778376,10.3389/fcimb.2019.00004,NA,"Zeng X., Gao X., Peng Y., Wu Q., Zhu J., Tan C., Xia G., You C., Xu R., Pan S., Zhou H., He Y. , Yin J.",Higher Risk of Stroke Is Correlated With Increased Opportunistic Pathogen Load and Reduced Levels of Butyrate-Producing Bacteria in the Gut,Frontiers in cellular and infection microbiology,2019,"16S rRNA, fecal, microbiota, short-chain fatty acids, stroke risk",Experiment 13,China,Homo sapiens,Feces,UBERON:0001988,Stroke,MONDO:0005098,Low Risk (LR),High Risk (HR),"The high-risk (HR) group comprised of participants with three or more risk factors. The risk factors Include Hypertension, Atrial fibrillation, Diabetes mellitus, Dyslipidemias, Smoking, Physical inactivity, Overweight and Family history of stroke.",51,36,3 months,16S,4,Illumina,relative abundances,Kruskall-Wallis,0.05,TRUE,NA,NA,NA,NA,unchanged,unchanged,NA,NA,unchanged,Signature 1,Figure 4E,1 November 2024,MyleeeA,"MyleeeA,WikiWorks","The relative abundance of butyrate and lactate-producing bacteria in the gut, between the High Risk (HR) and Low Risk (LR) groups.",increased,k__Pseudomonadati|p__Pseudomonadota,3379134|1224,Complete,Svetlana up
